-5	-125	1
-4,99	-124,251499	1
-4,98	-123,505992	1
-4,97	-122,763473	1
-4,96	-122,023936	1
-4,95	-121,287375	1
-4,94	-120,553784	1
-4,93	-119,823157	1
-4,92	-119,095488	1
-4,91	-118,370771	1
-4,9	-117,649	1
-4,89	-116,930169	1
-4,88	-116,214272	1
-4,87	-115,501303	1
-4,86	-114,791256	1
-4,85	-114,084125	1
-4,84	-113,379904	1
-4,83	-112,678587	1
-4,82	-111,980168	1
-4,81	-111,284641	1
-4,8	-110,592	1
-4,79	-109,902239	1
-4,78	-109,215352	1
-4,77	-108,531333	1
-4,76	-107,850176	1
-4,75	-107,171875	1
-4,74	-106,496424	1
-4,73	-105,823817	1
-4,72	-105,154048	1
-4,71	-104,487111	1
-4,7	-103,823	1
-4,69	-103,161709	1
-4,68	-102,503232	1
-4,67	-101,847563	1
-4,66	-101,194696	1
-4,65	-100,544625	1
-4,64	-99,897344	1
-4,63	-99,252847	1
-4,62	-98,611128	1
-4,61	-97,972181	1
-4,6	-97,336	1
-4,59	-96,702579	1
-4,58	-96,071912	1
-4,57	-95,443993	1
-4,56	-94,818816	1
-4,55	-94,196375	1
-4,54	-93,576664	1
-4,53	-92,959677	1
-4,52	-92,345408	1
-4,51	-91,733851	1
-4,5	-91,125	1
-4,49	-90,518849	1
-4,48	-89,915392	1
-4,47	-89,314623	1
-4,46	-88,716536	1
-4,45	-88,121125	1
-4,44	-87,528384	1
-4,43	-86,938307	1
-4,42	-86,350888	1
-4,41	-85,766121	1
-4,4	-85,184	1
-4,39	-84,604519	1
-4,38	-84,027672	1
-4,37	-83,453453	1
-4,36	-82,881856	1
-4,35	-82,312875	1
-4,34	-81,746504	1
-4,33	-81,182737	1
-4,32	-80,621568	1
-4,31	-80,062991	1
-4,3	-79,507	1
-4,29	-78,953589	1
-4,28	-78,402752	1
-4,27	-77,854483	1
-4,26	-77,308776	1
-4,25	-76,765625	1
-4,24	-76,225024	1
-4,23	-75,686967	1
-4,22	-75,151448	1
-4,21	-74,618461	1
-4,2	-74,088	1
-4,19	-73,560059	1
-4,18	-73,034632	1
-4,17	-72,511713	1
-4,16	-71,991296	1
-4,15	-71,473375	1
-4,14	-70,957944	1
-4,13	-70,444997	1
-4,12	-69,934528	1
-4,11	-69,426531	1
-4,1	-68,921	1
-4,09	-68,417929	1
-4,08	-67,917312	1
-4,07	-67,419143	1
-4,06	-66,923416	1
-4,05	-66,430125	1
-4,04	-65,939264	1
-4,03	-65,450827	1
-4,02	-64,964808	1
-4,01	-64,481201	1
-4	-64	1
-3,99	-63,521199	1
-3,98	-63,044792	1
-3,97	-62,570773	1
-3,96	-62,099136	1
-3,95	-61,629875	1
-3,94	-61,162984	1
-3,93	-60,698457	1
-3,92	-60,236288	1
-3,91	-59,776471	1
-3,9	-59,319	1
-3,89	-58,863869	1
-3,88	-58,411072	1
-3,87	-57,960603	1
-3,86	-57,512456	1
-3,85	-57,066625	1
-3,84	-56,623104	1
-3,83	-56,181887	1
-3,82	-55,742968	1
-3,81	-55,306341	1
-3,8	-54,872	1
-3,79	-54,439939	1
-3,78	-54,010152	1
-3,77	-53,582633	1
-3,76	-53,157376	1
-3,75	-52,734375	1
-3,74	-52,313624	1
-3,73	-51,895117	1
-3,72	-51,478848	1
-3,71	-51,064811	1
-3,7	-50,653	1
-3,69	-50,243409	1
-3,68	-49,836032	1
-3,67	-49,430863	1
-3,66	-49,027896	1
-3,65	-48,627125	1
-3,64	-48,228544	1
-3,63	-47,832147	1
-3,62	-47,437928	1
-3,61	-47,045881	1
-3,6	-46,656	1
-3,59	-46,268279	1
-3,58	-45,882712	1
-3,57	-45,499293	1
-3,56	-45,118016	1
-3,55	-44,738875	1
-3,54	-44,361864	1
-3,53	-43,986977	1
-3,52	-43,614208	1
-3,51	-43,243551	1
-3,5	-42,875	1
-3,49	-42,508549	1
-3,48	-42,144192	1
-3,47	-41,781923	1
-3,46	-41,421736	1
-3,45	-41,063625	1
-3,44	-40,707584	1
-3,43	-40,353607	1
-3,42	-40,001688	1
-3,41	-39,651821	1
-3,4	-39,304	1
-3,39	-38,958219	1
-3,38	-38,614472	1
-3,37	-38,272753	1
-3,36	-37,933056	1
-3,35	-37,595375	1
-3,34	-37,259704	1
-3,33	-36,926037	1
-3,32	-36,594368	1
-3,31	-36,264691	1
-3,3	-35,937	1
-3,29	-35,611289	1
-3,28	-35,287552	1
-3,27	-34,965783	1
-3,26	-34,645976	1
-3,25	-34,328125	1
-3,24	-34,012224	1
-3,23	-33,698267	1
-3,22	-33,386248	1
-3,21	-33,076161	1
-3,2	-32,768	1
-3,19	-32,461759	1
-3,18	-32,157432	1
-3,17	-31,855013	1
-3,16	-31,554496	1
-3,15	-31,255875	1
-3,14	-30,959144	1
-3,13	-30,664297	1
-3,12	-30,371328	1
-3,11	-30,080231	1
-3,1	-29,791	1
-3,09	-29,503629	1
-3,08	-29,218112	1
-3,07	-28,934443	1
-3,06	-28,652616	1
